source,pmid,type,details,chr,start,end
lead,31636367,model,cg13580008,15,65341868,65341868
lead,31636367,model,cg00964109,15,74753785,74753785
lead,31636367,model,cg06773604,16,18995157,18995157
lead,31636367,model,cg21996068,16,20360217,20360217
lead,31636367,model,cg09741221,17,1082885,1082885
lead,31636367,model,cg05005659,17,3764251,3764251
lead,31636367,model,cg09463656,17,13505751,13505751
lead,31636367,model,cg03454705,17,80535428,80535428
lead,31636367,model,cg14133708,18,2846834,2846834
lead,31636367,model,cg24362016,19,12406154,12406154
lead,31636367,model,cg00815440,19,29704028,29704028
lead,31636367,model,cg11990334,19,31845685,31845685
lead,31636367,model,cg23528492,20,25681052,25681052
lead,31636367,model,cg01283863,20,33863759,33863759
lead,31636367,model,cg16619425,20,59828528,59828528
lung-cancer,31549173,ewas,cg05575921,5,373378,373378
lung-cancer,31549173,ewas,cg21566642,2,233284661,233284661
lung-cancer,31549173,ewas,cg06126421,6,30720080,30720080
lung-cancer,31549173,ewas,cg03636183,19,17000585,17000585
lung-cancer,31549173,ewas,cg05951221,2,233284402,233284402
lung-cancer,31549173,ewas,cg01940273,2,233284934,233284934
lung-cancer,31549173,ewas,cg23771366,11,86510998,86510998
lung-cancer,31549173,ewas,cg11660018,11,86510915,86510915
lung-cancer,31549173,ewas,cg26963277,11,2722407,2722407
lung-cancer,31549173,ewas,cg27241845,2,233250370,233250370
lung-cancer,31549173,ewas,cg23387569,12,58120011,58120011
lung-cancer,31549173,ewas,cg09935388,1,92947588,92947588
lung-cancer,31549173,ewas,cg01901332,11,75031054,75031054
lung-cancer,31549173,ewas,cg25305703,8,128378218,128378218
lung-cancer,31549173,ewas,cg16823042,12,58119992,58119992
lung-cancer,31549173,ewas,cg08709672,1,206224334,206224334
lung-cancer,34008478,ewas,cg06581459,19,6577668,6577668
lung-cancer,34008478,ewas,cg21432334,16,2262293,2262293
lung-cancer,34008478,ewas,cg11343375,20,61268342,61268342
lung-cancer,34008478,ewas,cg08739693,1,110165726,110165726
lung-cancer,34008478,ewas,cg11744966,22,38506771,38506771
lung-cancer,34008478,ewas,cg00237904,11,2020314,2020314
lung-cancer,34008478,ewas,cg12483301,1,25239107,25239107
lung-cancer,34008478,ewas,cg11385536,1,227133801,227133801
lung-cancer,34008478,ewas,cg09736286,12,122712925,122712925
lung-cancer,34008478,ewas,cg22032485,19,18531769,18531769
lung-cancer,34008478,ewas,cg18332677,22,20239823,20239823
lung-cancer,34008478,ewas,cg09447640,17,42854853,42854853
lung-cancer,34008478,ewas,cg15979932,17,55980107,55980107
lung-cancer,34008478,ewas,cg02211449,10,110671609,110671609
lung-cancer,34008478,ewas,cg19907023,2,96803532,96803532
lung-cancer,34008478,ewas,cg12796320,14,105530592,105530592
prostate-cancer,32764609,ewas,cg20240347,1,204465584,204465584
prostate-cancer,32764609,ewas,cg15199181,1,205670604,205670604
prostate-cancer,32764609,ewas,cg14893161,1,205819251,205819251
prostate-cancer,32764609,ewas,cg07167872,1,205819463,205819463
prostate-cancer,32764609,ewas,cg24503407,1,205819492,205819492
prostate-cancer,32764609,ewas,cg07157834,1,205819609,205819609
prostate-cancer,32764609,ewas,cg02652597,2,85811292,85811292
prostate-cancer,32764609,ewas,cg10165864,2,173419899,173419899
prostate-cancer,32764609,ewas,cg16797009,2,173472347,173472347
prostate-cancer,32764609,ewas,cg25053018,2,173477995,173477995
prostate-cancer,32764609,ewas,cg07128416,3,113160490,113160490
prostate-cancer,32764609,ewas,cg07054641,3,113160554,113160554
prostate-cancer,32764609,ewas,cg20138861,3,169775992,169775992
prostate-cancer,32764609,ewas,cg24064041,6,30165027,30165027
prostate-cancer,32764609,ewas,cg00266604,6,30178343,30178343
prostate-cancer,32764609,ewas,cg12001709,6,31466798,31466798
prostate-cancer,32764609,ewas,cg13892322,6,31648564,31648564
prostate-cancer,32764609,ewas,cg22786465,6,31649502,31649502
prostate-cancer,32764609,ewas,cg02733847,6,31649519,31649519
prostate-cancer,32764609,ewas,cg25769566,6,31651278,31651278
prostate-cancer,32764609,ewas,cg24520975,6,31651362,31651362
prostate-cancer,32764609,ewas,cg07306190,6,34760872,34760872
prostate-cancer,32764609,ewas,cg01715842,16,85045600,85045600
prostate-cancer,32764609,ewas,cg01799818,17,594735,594735
prostate-cancer,32764609,ewas,cg10288850,22,43539588,43539588
prostate-cancer-t-cells,32576165,ewas,cg14713996,X,120176218,120176218
prostate-cancer-t-cells,32576165,ewas,cg02701909,1,15764981,15764981
prostate-cancer-t-cells,32576165,ewas,cg05133736,10,102409192,102409192
prostate-cancer-t-cells,32576165,ewas,cg06915331,11,72295119,72295119
prostate-cancer-t-cells,32576165,ewas,cg01235591,13,113539454,113539454
smoking-cessation,25556184,ewas,cg16736826,1,41951512,41951512
smoking-cessation,25556184,ewas,cg18316974,1,92947035,92947035
smoking-cessation,25556184,ewas,cg03140521,1,68299388,68299388
smoking-cessation,25556184,ewas,cg20146909,1,90289611,90289611
smoking-cessation,25556184,ewas,cg15498134,1,25246854,25246854
smoking-cessation,25556184,ewas,cg08884752,1,2162001,2162001
smoking-cessation,25556184,ewas,cg05802386,1,43422920,43422920
smoking-cessation,25556184,ewas,cg11071448,1,202584465,202584465
smoking-cessation,25556184,ewas,cg08048687,2,111996799,111996799
smoking-cessation,25556184,ewas,cg02281854,2,217428125,217428125
smoking-cessation,25556184,ewas,cg25013095,2,231809672,231809672
smoking-cessation,25556184,ewas,cg03147185,2,97008030,97008030
smoking-cessation,25556184,ewas,cg02233149,2,97171243,97171243
smoking-cessation,25556184,ewas,cg01790523,2,167229656,167229656
smoking-cessation,25556184,ewas,cg26703507,2,113404661,113404661
smoking-cessation,25556184,ewas,cg24719910,3,30691493,30691493
smoking-cessation,25556184,ewas,cg07265588,4,6574480,6574480
smoking-cessation,25556184,ewas,cg16565913,4,40632362,40632362
smoking-cessation,25556184,ewas,cg23576855,5,373299,373299
smoking-cessation,25556184,ewas,cg26529655,5,424371,424371
smoking-cessation,25556184,ewas,cg22160883,5,138609222,138609222
smoking-cessation,25556184,ewas,cg03999941,5,957511,957511
smoking-cessation,25556184,ewas,cg13816423,6,41513166,41513166
smoking-cessation,25556184,ewas,cg02654940,6,34206400,34206400
smoking-cessation,25556184,ewas,cg14868222,6,31548340,31548340
smoking-cessation,25556184,ewas,cg16554099,6,7053734,7053734
smoking-cessation,25556184,ewas,cg23204396,6,31548107,31548107
smoking-cessation,25556184,ewas,cg12761472,6,119031922,119031922
smoking-cessation,25556184,ewas,cg04375784,6,133137810,133137810
smoking-cessation,25556184,ewas,cg02054431,6,31589593,31589593
smoking-cessation,25556184,ewas,cg22740603,6,33397959,33397959
smoking-cessation,25556184,ewas,cg00229387,6,43445942,43445942
smoking-cessation,25556184,ewas,cg03440944,7,45023329,45023329
smoking-cessation,25556184,ewas,cg03464229,7,120646878,120646878
smoking-cessation,25556184,ewas,cg16254309,7,145814152,145814152
smoking-cessation,25556184,ewas,cg02315870,7,26236721,26236721
smoking-cessation,25556184,ewas,cg00035937,7,91874085,91874085
smoking-cessation,25556184,ewas,cg17551891,7,1960795,1960795
smoking-cessation,25556184,ewas,cg02564523,7,102073539,102073539
smoking-cessation,25556184,ewas,cg20322193,7,39664614,39664614
smoking-cessation,25556184,ewas,cg14796406,7,80547689,80547689
smoking-cessation,25556184,ewas,cg04907244,7,22894795,22894795
smoking-cessation,25556184,ewas,cg22407942,7,22894828,22894828
smoking-cessation,25556184,ewas,cg25224090,7,100486248,100486248
smoking-cessation,25556184,ewas,cg22851200,7,100465833,100465833
smoking-cessation,25556184,ewas,cg19566658,7,100466241,100466241
smoking-cessation,25556184,ewas,cg16642695,8,67343633,67343633
smoking-cessation,25556184,ewas,cg24195359,8,6418978,6418978
smoking-cessation,25556184,ewas,cg24931658,8,21914524,21914524
smoking-cessation,25556184,ewas,cg01873977,8,125699897,125699897
smoking-cessation,25556184,ewas,cg19007731,8,93107394,93107394
smoking-cessation,25556184,ewas,cg13910681,9,130740599,130740599
smoking-cessation,25556184,ewas,cg24046474,9,130212550,130212550
smoking-cessation,25556184,ewas,cg01005506,10,64565768,64565768
smoking-cessation,25556184,ewas,cg00326958,10,43892075,43892075
smoking-cessation,25556184,ewas,cg10773266,10,43895225,43895225
smoking-cessation,25556184,ewas,cg08682036,10,43898033,43898033
smoking-cessation,25556184,ewas,cg20714347,10,96997377,96997377
smoking-cessation,25556184,ewas,cg26712743,10,100164594,100164594
smoking-cessation,25556184,ewas,cg12678834,11,118753662,118753662
smoking-cessation,25556184,ewas,cg04039799,11,19745484,19745484
smoking-cessation,25556184,ewas,cg21439672,12,7260546,7260546
smoking-cessation,25556184,ewas,cg23261171,13,42848367,42848367
smoking-cessation,25556184,ewas,cg13774342,13,50702795,50702795
smoking-cessation,25556184,ewas,cg26585452,13,50702914,50702914
smoking-cessation,25556184,ewas,cg19949550,14,94423704,94423704
smoking-cessation,25556184,ewas,cg01513913,14,106329158,106329158
smoking-cessation,25556184,ewas,cg01208318,14,106329652,106329652
smoking-cessation,25556184,ewas,cg05886626,15,39873553,39873553
smoking-cessation,25556184,ewas,cg27588321,16,50775288,50775288
smoking-cessation,25556184,ewas,cg05958351,16,2804731,2804731
smoking-cessation,25556184,ewas,cg16794579,16,17562419,17562419
smoking-cessation,25556184,ewas,cg06321596,16,17562960,17562960
smoking-cessation,25556184,ewas,cg00324097,17,75446549,75446549
smoking-cessation,25556184,ewas,cg10062919,17,38503802,38503802
smoking-cessation,25556184,ewas,cg06890522,17,6917393,6917393
smoking-cessation,25556184,ewas,cg07465627,17,53167407,53167407
smoking-cessation,25556184,ewas,cg11957475,18,57566144,57566144
smoking-cessation,25556184,ewas,cg22549408,18,57566300,57566300
smoking-cessation,25556184,ewas,cg26470501,19,45252955,45252955
smoking-cessation,25556184,ewas,cg13950558,19,45683263,45683263
smoking-cessation,25556184,ewas,cg19309676,19,50191439,50191439
smoking-cessation,25556184,ewas,cg08097614,19,46388787,46388787
smoking-cessation,25556184,ewas,cg22904711,19,44278628,44278628
smoking-cessation,25556184,ewas,cg15187398,19,2093896,2093896
smoking-cessation,25556184,ewas,cg11621113,19,12776725,12776725
smoking-cessation,25556184,ewas,cg12406027,19,39616818,39616818
smoking-cessation,25556184,ewas,cg05517572,19,4338769,4338769
smoking-cessation,25556184,ewas,cg01401641,19,31839171,31839171
smoking-cessation,25556184,ewas,cg13127741,20,31331821,31331821
smoking-cessation,25556184,ewas,cg01153946,20,37062621,37062621
smoking-cessation,25556184,ewas,cg11436113,20,19191145,19191145
smoking-cessation,25556184,ewas,cg10237088,20,30794611,30794611
smoking-cessation,25556184,ewas,cg12033822,20,44990591,44990591
smoking-cessation,25556184,ewas,cg06501716,22,19436948,19436948
smoking-cessation,25556184,ewas,cg04982781,22,39714193,39714193
smoking-cessation,27651444,ewas,cg05951221,2,233284402,233284402
smoking-cessation,27651444,ewas,cg06644428,2,233284112,233284112
smoking-cessation,27651444,ewas,cg05575921,5,373378,373378
smoking-cessation,27651444,ewas,cg21566642,2,233284661,233284661
smoking-cessation,27651444,ewas,cg03636183,19,17000585,17000585
smoking-cessation,27651444,ewas,cg06126421,6,30720080,30720080
smoking-cessation,27651444,ewas,cg01940273,2,233284934,233284934
smoking-cessation,27651444,ewas,cg23771366,11,86510998,86510998
smoking-cessation,27651444,ewas,cg17272563,6,32116548,32116548
smoking-cessation,27651444,ewas,cg23916896,5,368804,368804
smoking-cessation,27651444,ewas,cg11660018,11,86510915,86510915
smoking-cessation,27651444,ewas,cg08118908,16,15787920,15787920
smoking-cessation,27651444,ewas,cg13937905,12,53612551,53612551
smoking-cessation,27651444,ewas,cg24172324,2,232258363,232258363
smoking-cessation,27651444,ewas,cg10780313,6,33501379,33501379
smoking-cessation,27651444,ewas,cg14027333,6,32116317,32116317
smoking-cessation,27651444,ewas,cg11245297,19,8117898,8117898
smoking-cessation,27651444,ewas,cg01692968,9,108005349,108005349
smoking-cessation,27651444,ewas,cg00706683,2,233251030,233251030
smoking-cessation,27651444,ewas,cg25317941,2,233351153,233351153
smoking-cessation,27651444,ewas,cg25189904,1,68299493,68299493
smoking-cessation,27651444,ewas,cg14179389,1,92947961,92947961
smoking-cessation,27651444,ewas,cg13641317,3,127255552,127255552
smoking-cessation,27651444,ewas,cg19847577,15,29213748,29213748
smoking-cessation,27651444,ewas,cg14239618,7,110281356,110281356
smoking-cessation,27651444,ewas,cg25955180,6,32116538,32116538
smoking-cessation,27651444,ewas,cg00774149,3,52255721,52255721
smoking-cessation,27651444,ewas,cg21351392,6,161607487,161607487
smoking-cessation,27651444,ewas,cg11902777,5,368843,368843
smoking-cessation,27651444,ewas,cg07251887,17,73641809,73641809
smoking-cessation,27651444,ewas,cg19382157,7,2124566,2124566
smoking-cessation,27651444,ewas,cg19925780,1,101509557,101509557
smoking-cessation,27651444,ewas,cg03679544,6,155537972,155537972
smoking-cessation,27651444,ewas,cg08559712,20,16030674,16030674
smoking-cessation,27651444,ewas,cg09837977,7,110731201,110731201
smoking-cessation,27651444,ewas,cg00931843,6,155442993,155442993
smoking-cessation,30389506,model,cg19093370,17,17110180,17110180
smoking-cessation,30389506,model,cg05575921,5,373378,373378
smoking-cessation,30389506,model,cg17619208,5,175623192,175623192
smoking-cessation,30389506,model,cg27627381,17,75452100,75452100
smoking-cessation,30389506,model,cg08118908,16,15787920,15787920
smoking-cessation,30389506,model,cg16145216,1,42385662,42385662
smoking-cessation,30389506,model,cg11263997,11,70257280,70257280
smoking-cessation,30389506,model,cg20059012,12,53613154,53613154
smoking-cessation,30389506,model,cg21566642,2,233284661,233284661
smoking-cessation,30389506,model,cg17619755,6,31760629,31760629
smoking-cessation,30389506,model,cg19070894,5,134823888,134823888
smoking-cessation,30389506,model,cg25560398,2,233252170,233252170
smoking-cessation,30389506,model,cg08709672,1,206224334,206224334
smoking-cessation,30389506,model,cg01083131,16,67877413,67877413
smoking-cessation,30389506,model,cg01442064,4,5713450,5713450
smoking-cessation,30389506,model,cg13428066,11,2677768,2677768
smoking-cessation,30389506,model,cg08972170,7,30185776,30185776
smoking-cessation,30389506,model,cg26856289,1,24307516,24307516
smoking-cessation,30389506,model,cg04987734,14,103415873,103415873
smoking-cessation,30389506,model,cg25949550,7,145814306,145814306
smoking-cessation,30389506,model,cg19859270,3,98251294,98251294
smoking-cessation,30389506,model,cg09578155,11,68141470,68141470
smoking-cessation,30389506,model,cg22417733,6,153303409,153303409
smoking-cessation,30389506,model,cg10814005,14,91711041,91711041
smoking-cessation,30389506,model,cg27118035,16,31891978,31891978
smoking-cessation,30389506,model,cg11927233,5,170816542,170816542
smoking-cessation,30389506,model,cg14550518,3,21792938,21792938
smoking-cessation,30389506,model,cg16794579,16,17562419,17562419
smoking-cessation,30389506,model,cg26077378,3,21792857,21792857
smoking-cessation,30389506,model,cg00930606,22,31740944,31740944
smoking-cessation,30389506,model,cg18450254,3,64200005,64200005
smoking-cessation,30389506,model,cg25421530,10,97200987,97200987
smoking-cessation,30389506,model,cg06753787,2,220074208,220074208
smoking-cessation,30389506,model,cg22407942,7,22894828,22894828
smoking-cessation,30389506,model,cg18158306,12,133135032,133135032
